CSAFP,CBSAFP,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
258,19540,19540,310M700US19540,"Decatur, IN","Decatur, IN Micro Area",M2,2,G3110,877812924,2693850,+40.7457297,-084.9361340,880.4610904260012,0.1
,19580,19580,310M700US19580,"Defiance, OH","Defiance, OH Micro Area",M2,2,G3110,1065623073,7100811,+41.3216789,-084.4864334,1073.035930024816,0.1
,19620,19620,310M700US19620,"Del Rio, TX","Del Rio, TX Micro Area",M2,2,G3110,8144863963,227711025,+29.8752853,-101.1433237,8761.596232473928,0.1
422,19660,19660,310M700US19660,"Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",M1,1,G3110,4111107778,1077325590,+29.1789002,-081.1890231,5225.3732462137295,0.1
,19700,19700,310M700US19700,"Deming, NM","Deming, NM Micro Area",M2,2,G3110,7679773820,433660,+32.1845231,-107.7471911,8436.104505932693,0.1
216,19740,19740,310M700US19740,"Denver-Aurora-Centennial, CO","Denver-Aurora-Centennial, CO Metro Area",M1,1,G3110,21612648987,149162547,+39.4347890,-104.9010728,23049.98358423305,0.1
324,19760,19760,310M700US19760,"DeRidder, LA","DeRidder, LA Micro Area",M2,2,G3110,2997854119,21942931,+30.6450184,-093.3402526,3045.0572679151915,0.1
218,19780,19780,310M700US19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,1,G3110,9356738047,82885251,+41.5770501,-093.7597124,9506.502349066566,0.1
,19810,19810,310M700US19810,"Detroit Lakes, MN","Detroit Lakes, MN Micro Area",M2,2,G3110,3405929557,336989906,+46.9376289,-095.7417568,3780.1823804988267,0.1
220,19820,19820,310M700US19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,1,G3110,10081159210,888205183,+42.7218478,-083.2008463,10986.936490591273,0.1
,19860,19860,310M700US19860,"Dickinson, ND","Dickinson, ND Micro Area",M2,2,G3110,11633949647,216539149,+47.1194442,-102.8079284,12264.75168849731,0.1
221,19940,19940,310M700US19940,"Dixon, IL","Dixon, IL Micro Area",M2,2,G3110,1877142077,9779872,+41.7474465,-089.2993616,1887.1240534360363,0.1
,19980,19980,310M700US19980,"Dodge City, KS","Dodge City, KS Micro Area",M2,2,G3110,2844508251,2097356,+37.6885096,-099.8847435,2936.190667933182,0.1
222,20020,20020,310M700US20020,"Dothan, AL","Dothan, AL Metro Area",M1,1,G3110,4444944051,32982895,+31.2455283,-085.4691904,4476.8090189832565,0.1
,20060,20060,310M700US20060,"Douglas, GA","Douglas, GA Micro Area",M2,2,G3110,2421558668,31635905,+31.4595406,-082.8673266,2460.617314742775,0.1
428,20100,20100,310M700US20100,"Dover, DE","Dover, DE Metro Area",M1,1,G3110,1517891096,549776917,+39.0970884,-075.5029819,2116.860090857832,0.1
,43620,43620,310M700US43620,"Sioux Falls, SD-MN","Sioux Falls, SD-MN Metro Area",M1,1,G3110,7919842744,28575112,+43.5256577,-096.8754156,8067.404656511359,0.1
406,43640,43640,310M700US43640,"Slidell-Mandeville-Covington, LA","Slidell-Mandeville-Covington, LA Metro Area",M1,1,G3110,2189230967,648416022,+30.4100224,-089.9519622,2841.0377224195477,0.1
,43660,43660,310M700US43660,"Snyder, TX","Snyder, TX Micro Area",M2,2,G3110,2345090475,5436957,+32.7443531,-100.9133465,2449.344356951315,0.1
,43700,43700,310M700US43700,"Somerset, KY","Somerset, KY Micro Area",M2,2,G3110,1704469863,49351349,+37.1074283,-084.5769692,1754.4284927203505,0.1
306,43740,43740,310M700US43740,"Somerset, PA","Somerset, PA Micro Area",M2,2,G3110,2784359433,17101197,+39.9812968,-079.0284859,2831.33857082514,0.1
,43760,43760,310M700US43760,"Sonora, CA","Sonora, CA Micro Area",M2,2,G3110,5752135140,138666931,+38.0214344,-119.9647335,7215.053368202491,0.1
515,43780,43780,310M700US43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,1,G3110,2455064881,56433148,+41.7749808,-086.1230143,2509.825356759667,0.1
317,43890,43890,310M700US43890,"Sparta, WI","Sparta, WI Micro Area",M2,2,G3110,2333329776,18586766,+43.9451751,-090.6199687,2354.9247705390126,0.1
273,43900,43900,310M700US43900,"Spartanburg, SC","Spartanburg, SC Metro Area",M1,1,G3110,3423993502,33927855,+34.8346199,-081.8424008,3474.1564689224683,0.1
452,43940,43940,310M700US43940,"Spearfish, SD","Spearfish, SD Micro Area",M2,2,G3110,2072127356,667509,+44.3485137,-103.8063624,2163.7553113109057,0.1
517,43980,43980,310M700US43980,"Spencer, IA","Spencer, IA Micro Area",M2,2,G3110,1469139451,13866670,+43.0812244,-095.1498753,1497.9439455754182,0.1
517,44020,44020,310M700US44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",M2,2,G3110,985574543,60680641,+43.3896107,-095.1960572,1056.682194557805,0.1
518,44060,44060,310M700US44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",M1,1,G3110,10984985435,206340854,+48.0916180,-117.6634720,12655.124428811107,0.1
522,44100,44100,310M700US44100,"Springfield, IL","Springfield, IL Metro Area",M1,1,G3110,3062974172,25388184,+39.8286215,-089.6960672,3089.9609332162004,0.1
521,44140,44140,310M700US44140,"Springfield, MA","Springfield, MA Metro Area",M1,1,G3110,1598035447,44416565,+42.1361975,-072.6356476,1698.892705672603,0.1
,44180,44180,310M700US44180,"Springfield, MO","Springfield, MO Metro Area",M1,1,G3110,7788023691,35512307,+37.3608699,-093.1802617,7875.209865807898,0.1
212,44220,44220,310M700US44220,"Springfield, OH","Springfield, OH Metro Area",M1,1,G3110,1025322040,14608568,+39.9170315,-083.7836760,1041.037276235814,0.1
523,44260,44260,310M700US44260,"Starkville, MS","Starkville, MS Micro Area",M2,2,G3110,2277628045,14930945,+33.5146172,-089.0775079,2292.848384954916,0.1
524,44300,44300,310M700US44300,"State College, PA","State College, PA Metro Area",M1,1,G3110,2867787635,11295681,+40.9093218,-077.8476670,2919.3977246589675,0.1
496,44340,44340,310M700US44340,"Statesboro, GA","Statesboro, GA Micro Area",M2,2,G3110,2224425428,43127586,+32.3517039,-081.7750355,2279.3115019498277,0.1
277,44420,44420,310M700US44420,"Staunton-Stuarts Draft, VA","Staunton-Stuarts Draft, VA Metro Area",M1,1,G3110,2595074275,10049475,+38.1609584,-079.1276321,2633.715542869349,0.1
,44460,44460,310M700US44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",M2,2,G3110,18402546622,35635155,+40.5718455,-107.8253524,19876.505644805195,0.1
,44500,44500,310M700US44500,"Stephenville, TX","Stephenville, TX Micro Area",M2,2,G3110,2805419712,17166727,+32.2366689,-098.2205446,2899.2173477039446,0.1
,44540,44540,310M700US44540,"Sterling, CO","Sterling, CO Micro Area",M2,2,G3110,4761949508,16363553,+40.7280911,-103.0904639,4996.300638549876,0.1
221,44580,44580,310M700US44580,"Sterling, IL","Sterling, IL Micro Area",M2,2,G3110,1771808920,31883751,+41.7506733,-089.9110045,1804.8640595616837,0.1
554,44620,44620,310M700US44620,"Stevens Point-Plover, WI","Stevens Point-Plover, WI Micro Area",M2,2,G3110,2074252978,56835086,+44.4762457,-089.4980699,2131.4665125592974,0.1
,44660,44660,310M700US44660,"Stillwater, OK","Stillwater, OK Micro Area",M2,2,G3110,1773885849,31991880,+36.0792253,-096.9752553,1840.684059740044,0.1
488,44700,44700,310M700US44700,"Stockton-Lodi, CA","Stockton-Lodi, CA Metro Area",M1,1,G3110,3605878834,89000661,+37.9349815,-121.2722440,4602.522052797529,0.1
,44740,44740,310M700US44740,"Storm Lake, IA","Storm Lake, IA Micro Area",M2,2,G3110,1488981877,13798140,+42.7415219,-095.1414324,1518.105733351222,0.1
310,44780,44780,310M700US44780,"Sturgis, MI","Sturgis, MI Micro Area",M2,2,G3110,1296649452,52802551,+41.9114878,-085.5228695,1348.8718136409204,0.1
206,44860,44860,310M700US44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",M2,2,G3110,1987637219,65631763,+33.1489673,-095.5654337,2084.1866437852486,0.1
174,44900,44900,310M700US44900,"Summerville, GA","Summerville, GA Micro Area",M2,2,G3110,811512397,570806,+34.4741785,-085.3452894,811.8975463179343,0.1
192,44940,44940,310M700US44940,"Sumter, SC","Sumter, SC Metro Area",M1,1,G3110,1722544866,44046815,+33.9161395,-080.3823757,1781.5590960337345,0.1
146,44980,44980,310M700US44980,"Sunbury, PA","Sunbury, PA Micro Area",M2,2,G3110,1522937224,55812859,+40.8855143,-076.7126486,1606.9708458243133,0.1
,45000,45000,310M700US45000,"Susanville, CA","Susanville, CA Micro Area",M2,2,G3110,11762090640,462950977,+40.7152866,-120.6212225,14834.919622468342,0.1
101,45020,45020,310M700US45020,"Sweetwater, TX","Sweetwater, TX Micro Area",M2,2,G3110,2362061769,5052159,+32.3123379,-100.4181078,2460.151023920418,0.1
532,45060,45060,310M700US45060,"Syracuse, NY","Syracuse, NY Metro Area",M1,1,G3110,6176767440,1020639402,+43.0065163,-076.1961336,7332.221666487805,0.1
,45140,45140,310M700US45140,"Tahlequah, OK","Tahlequah, OK Micro Area",M2,2,G3110,1940229542,69660639,+35.9043668,-094.9967964,2034.249156416559,0.1
142,45180,45180,310M700US45180,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL Micro Area",M2,2,G3110,3594195704,100863396,+33.1860858,-086.1977569,3692.6228159729853,0.1
533,45220,45220,310M700US45220,"Tallahassee, FL","Tallahassee, FL Metro Area",M1,1,G3110,6188259526,1115064917,+30.3463661,-084.2670012,7309.973635405027,0.1
,45300,45300,310M700US45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,1,G3110,6516149590,3648638811,+28.1205405,-082.5251880,10205.32014150935,0.1
,45340,45340,310M700US45340,"Taos, NM","Taos, NM Micro Area",M2,2,G3110,5704119618,3383128,+36.5771832,-105.6388781,6106.526077636692,0.1
522,45380,45380,310M700US45380,"Taylorville, IL","Taylorville, IL Micro Area",M2,2,G3110,1837552894,16227346,+39.5455242,-089.2795927,1854.0514562255455,0.1
,45460,45460,310M700US45460,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,1,G3110,3795165840,50448749,+39.3923890,-087.3470958,3842.6390868949843,0.1
,45500,45500,310M700US45500,"Texarkana, TX-AR","Texarkana, TX-AR Metro Area",M1,1,G3110,5284182330,218349568,+33.4783728,-094.2071619,5559.49649895997,0.1
,45520,45520,310M700US45520,"The Dalles, OR","The Dalles, OR Micro Area",M2,2,G3110,6167069229,35743076,+45.1645359,-121.1650693,7353.607089517022,0.1
122,45580,45580,310M700US45580,"Thomaston, GA","Thomaston, GA Micro Area",M2,2,G3110,837774877,10585407,+32.8818367,-084.2922831,849.0194504863389,0.1
,45620,45620,310M700US45620,"Thomasville, GA","Thomasville, GA Micro Area",M2,2,G3110,2587644677,34671710,+30.8630101,-084.0581945,2625.3438774857304,0.1
248,45660,45660,310M700US45660,"Tiffin, OH","Tiffin, OH Micro Area",M2,2,G3110,1427151723,4576816,+41.1199923,-083.1275469,1434.3166032674724,0.1
,45700,45700,310M700US45700,"Tifton, GA","Tifton, GA Micro Area",M2,2,G3110,1414930080,32276385,+31.5927137,-083.5729942,1449.820340641689,0.1
,45740,45740,310M700US45740,"Toccoa, GA","Toccoa, GA Micro Area",M2,2,G3110,463250301,13039270,+34.5535825,-083.2905877,477.2685842153652,0.1
,45780,45780,310M700US45780,"Toledo, OH","Toledo, OH Metro Area",M1,1,G3110,3528286040,676776577,+41.5443571,-083.6907772,4209.648652138243,0.1
,45820,45820,310M700US45820,"Topeka, KS","Topeka, KS Metro Area",M1,1,G3110,8372652468,148292124,+39.0413888,-095.8026393,8636.800212827258,0.1
405,45860,45860,310M700US45860,"Torrington, CT","Torrington, CT Micro Area",M2,2,G3110,2037392868,55597912,+41.8548092,-073.2214944,2159.546790848592,0.1
,45880,45880,310M700US45880,"Town of Pecos, TX","Town of Pecos, TX Micro Area",M2,2,G3110,6825534317,17396672,+31.3083660,-103.7127060,7277.779632809102,0.1
,20140,20140,310M700US20140,"Dublin, GA","Dublin, GA Micro Area",M2,2,G3110,2875805280,38095092,+32.5303545,-082.8566216,2922.5148203947633,0.1
524,20180,20180,310M700US20180,"DuBois, PA","DuBois, PA Micro Area",M2,2,G3110,2965691642,24125719,+41.0068618,-078.4777237,3025.4624245620726,0.1
,20220,20220,310M700US20220,"Dubuque, IA","Dubuque, IA Metro Area",M1,1,G3110,1575486018,21140740,+42.4634808,-090.8787708,1599.3599109031531,0.1
228,20260,20260,310M700US20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",M1,1,G3110,21791081108,2076631415,+47.3297029,-092.3762703,23946.547205786934,0.1
,20300,20300,310M700US20300,"Dumas, TX","Dumas, TX Micro Area",M2,2,G3110,2330207190,25699789,+35.8356759,-101.8905018,2461.337355573599,0.1
334,20340,20340,310M700US20340,"Duncan, OK","Duncan, OK Micro Area",M2,2,G3110,2253839275,54824812,+34.4813609,-097.8556068,2364.014176882657,0.1
,20420,20420,310M700US20420,"Durango, CO","Durango, CO Micro Area",M2,2,G3110,4376255274,25642579,+37.2873673,-107.8397178,4783.244594359051,0.1
206,20460,20460,310M700US20460,"Durant, OK","Durant, OK Micro Area",M2,2,G3110,2342251263,101807807,+33.9640035,-096.2651348,2486.616655508403,0.1
450,20500,20500,310M700US20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area",M1,1,G3110,4555565946,137347086,+35.9955360,-079.0969897,4748.161114385827,0.1
,20540,20540,310M700US20540,"Dyersburg, TN","Dyersburg, TN Micro Area",M2,2,G3110,1326982067,35839863,+36.0541960,-089.3983058,1363.3250221160372,0.1
,20580,20580,310M700US20580,"Eagle Pass, TX","Eagle Pass, TX Metro Area",M1,1,G3110,3313828190,31862966,+28.7297873,-100.3166780,3485.866446998316,0.1
548,20660,20660,310M700US20660,"Easton, MD","Easton, MD Micro Area",M2,2,G3110,695556093,539369000,+38.7483486,-076.1784757,1261.0870657017288,0.1
106,20700,20700,310M700US20700,"East Stroudsburg, PA","East Stroudsburg, PA Micro Area",M2,2,G3110,1575647531,22664084,+41.0562401,-075.3290651,1635.1571341085005,0.1
232,20740,20740,310M700US20740,"Eau Claire, WI","Eau Claire, WI Metro Area",M1,1,G3110,4263839740,104081854,+44.9386719,-091.2843222,4376.726259636286,0.1
233,20780,20780,310M700US20780,"Edwards, CO","Edwards, CO Micro Area",M2,2,G3110,4362757707,18967163,+39.6269919,-106.6951694,4695.799836132874,0.1
,20820,20820,310M700US20820,"Effingham, IL","Effingham, IL Micro Area",M2,2,G3110,2135995892,5712591,+39.1550505,-088.4378792,2140.834334725806,0.1
288,20900,20900,310M700US20900,"El Campo, TX","El Campo, TX Micro Area",M2,2,G3110,2813098994,21306092,+29.2784805,-096.2296745,2888.896155832937,0.1
,20940,20940,310M700US20940,"El Centro, CA","El Centro, CA Metro Area",M1,1,G3110,10814568237,790135127,+33.0408143,-115.3554001,13792.478125390007,0.1
,20980,20980,310M700US20980,"El Dorado, AR","El Dorado, AR Micro Area",M2,2,G3110,2691170081,42102269,+33.1682186,-092.5981447,2749.530670677909,0.1
545,21020,21020,310M700US21020,"Elizabeth City, NC","Elizabeth City, NC Micro Area",M2,2,G3110,587610261,161751355,+36.2651986,-076.2606907,766.1719190333907,0.1
350,21060,21060,310M700US21060,"Elizabethtown, KY","Elizabethtown, KY Metro Area",M1,1,G3110,2291994533,22833047,+37.6512088,-085.8875975,2313.540291249626,0.1
555,21120,21120,310M700US21120,"Elk City, OK","Elk City, OK Micro Area",M2,2,G3110,2335328722,5521744,+35.2706008,-099.6900574,2416.9898079884947,0.1
515,21140,21140,310M700US21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",M1,1,G3110,1199573658,12464379,+41.6006928,-085.8639864,1211.3411823509603,0.1
,21180,21180,310M700US21180,"Elkins, WV","Elkins, WV Micro Area",M2,2,G3110,2692810852,667359,+38.7810953,-079.8677881,2716.841684802075,0.1
,21220,21220,310M700US21220,"Elko, NV","Elko, NV Micro Area",M2,2,G3110,55293629493,86215506,+40.9060857,-115.5545775,63665.58011317159,0.1
,21260,21260,310M700US21260,"Ellensburg, WA","Ellensburg, WA Micro Area",M2,2,G3110,5949957158,92507199,+47.1244411,-120.6767092,7042.145522246787,0.1
236,21300,21300,310M700US21300,"Elmira, NY","Elmira, NY Metro Area",M1,1,G3110,1054988439,8875327,+42.1486972,-076.7524712,1081.8814481755264,0.1
238,21340,21340,310M700US21340,"El Paso, TX","El Paso, TX Metro Area",M1,1,G3110,14462602912,6663111,+31.5273940,-105.5213326,15610.598314784986,0.1
,21380,21380,310M700US21380,"Emporia, KS","Emporia, KS Micro Area",M2,2,G3110,4197156994,32652921,+38.3821338,-096.3593009,4296.646448505645,0.1
,21420,21420,310M700US21420,"Enid, OK","Enid, OK Metro Area",M1,1,G3110,2741521324,4075930,+36.3781319,-097.7887411,2807.385167541094,0.1
222,21460,21460,310M700US21460,"Enterprise, AL","Enterprise, AL Micro Area",M2,2,G3110,1758565928,3907189,+31.4022580,-085.9896022,1761.4707100267528,0.1
240,21500,21500,310M700US21500,"Erie, PA","Erie, PA Metro Area",M1,1,G3110,2069145080,1966271748,+42.1179519,-080.0963858,4064.6407172249833,0.1
,21540,21540,310M700US21540,"Escanaba, MI","Escanaba, MI Micro Area",M2,2,G3110,3033120257,2124407010,+45.8052288,-086.9019375,5153.460207801754,0.1
105,21580,21580,310M700US21580,"Española, NM","Española, NM Micro Area",M2,2,G3110,15179593245,91463243,+36.5096687,-106.6939829,16472.76764956765,0.1
,21640,21640,310M700US21640,"Eufaula, AL-GA","Eufaula, AL-GA Micro Area",M2,2,G3110,2683863228,74681508,+31.8672807,-085.3350319,2758.0466839529086,0.1
,21660,21660,310M700US21660,"Eugene-Springfield, OR","Eugene-Springfield, OR Metro Area",M1,1,G3110,11795044832,436058218,+43.9283337,-122.8975806,14876.38165162952,0.1
,21700,21700,310M700US21700,"Eureka-Arcata, CA","Eureka-Arcata, CA Micro Area",M2,2,G3110,9241138639,1254152624,+40.7066554,-123.9261757,13238.649252417417,0.1
,21740,21740,310M700US21740,"Evanston, WY-UT","Evanston, WY-UT Micro Area",M2,2,G3110,8056116896,165718887,+41.4121236,-110.7609576,9045.862628681458,0.1
241,21780,21780,310M700US21780,"Evansville, IN","Evansville, IN Metro Area",M1,1,G3110,2660995490,52092189,+38.0491421,-087.5845186,2711.1324665348325,0.1
,21820,21820,310M700US21820,"Fairbanks-College, AK","Fairbanks-College, AK Metro Area",M1,1,G3110,18997105007,259306487,+64.6704543,-146.4960611,22234.921118585404,0.1
,21860,21860,310M700US21860,"Fairmont, MN","Fairmont, MN Micro Area",M2,2,G3110,1844928112,44669375,+43.6771732,-094.5470963,1905.3676919853642,0.1
242,21900,21900,310M700US21900,"Fairmont, WV","Fairmont, WV Micro Area",M2,2,G3110,799749350,7079303,+39.5058387,-080.2434018,812.9106014831164,0.1
456,21980,21980,310M700US21980,"Fallon, NV","Fallon, NV Micro Area",M2,2,G3110,12820847800,190742991,+39.5377097,-118.2641661,15499.177176746196,0.1
244,22020,22020,310M700US22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,1,G3110,7278152642,26752490,+46.9148591,-096.9601826,7403.00280508272,0.1
378,22060,22060,310M700US22060,"Faribault-Northfield, MN","Faribault-Northfield, MN Micro Area",M2,2,G3110,1284233686,52063538,+44.3507747,-093.2985130,1343.5231378195547,0.1
476,22100,22100,310M700US22100,"Farmington, MO","Farmington, MO Micro Area",M2,2,G3110,1170380019,7218075,+37.8107068,-090.4738684,1179.3705440442257,0.1
,22140,22140,310M700US22140,"Farmington, NM","Farmington, NM Metro Area",M1,1,G3110,14289564687,54893983,+36.5116245,-108.3245778,15677.795588599813,0.1
246,22180,22180,310M700US22180,"Fayetteville, NC","Fayetteville, NC Metro Area",M1,1,G3110,2700628899,19261542,+35.0379563,-078.9822092,2753.8388201441667,0.1
290,22190,22190,310M700US22190,"Fayetteville, TN","Fayetteville, TN Micro Area",M2,2,G3110,1477179214,971039,+35.1427838,-086.5934033,1477.0246396873265,0.1
,22220,22220,310M700US22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR Metro Area",M1,1,G3110,6794659915,130195655,+36.1163935,-094.0795449,6988.941103641661,0.1
,22260,22260,310M700US22260,"Fergus Falls, MN","Fergus Falls, MN Micro Area",M2,2,G3110,5106510663,654470600,+46.4057273,-095.7145815,5820.085215051423,0.1
248,22300,22300,310M700US22300,"Findlay, OH","Findlay, OH Micro Area",M2,2,G3110,1376122055,6024245,+41.0002170,-083.6659471,1383.719336980234,0.1
,22340,22340,310M700US22340,"Fitzgerald, GA","Fitzgerald, GA Micro Area",M2,2,G3110,647802704,9813798,+31.7407715,-083.1471970,659.1734968041715,0.1
,22380,22380,310M700US22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",M1,1,G3110,48216129128,116640318,+35.8296919,-111.7737277,54624.60032128364,0.1
220,22420,22420,310M700US22420,"Flint, MI","Flint, MI Metro Area",M1,1,G3110,1649677902,32744787,+43.0210768,-083.7063718,1684.0630706224879,0.1
,22500,22500,310M700US22500,"Florence, SC","Florence, SC Metro Area",M1,1,G3110,3525329470,24322508,+34.1535741,-079.8061642,3585.506766693241,0.1
,45900,45900,310M700US45900,"Traverse City, MI","Traverse City, MI Metro Area",M1,1,G3110,4379610249,7440142740,+44.9523239,-085.9083200,11812.842953068874,0.1
408,45940,45940,310M700US45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,1,G3110,581404579,11327997,+40.2825026,-074.7037240,608.3832104813562,0.1
,45980,45980,310M700US45980,"Troy, AL","Troy, AL Micro Area",M2,2,G3110,1740645368,2339145,+31.7986533,-085.9416076,1742.0290811484315,0.1
472,46020,46020,310M700US46020,"Truckee-Grass Valley, CA","Truckee-Grass Valley, CA Micro Area",M2,2,G3110,2480587300,41531993,+39.2975082,-120.7713429,3094.2921814323986,0.1
536,46060,46060,310M700US46060,"Tucson, AZ","Tucson, AZ Metro Area",M1,1,G3110,23798578890,5112015,+32.1280380,-111.7836574,27239.90439422108,0.1
400,46100,46100,310M700US46100,"Tullahoma-Manchester, TN","Tullahoma-Manchester, TN Micro Area",M2,2,G3110,1445695253,17572915,+35.4467396,-086.1343239,1462.3242407954172,0.1
538,46140,46140,310M700US46140,"Tulsa, OK","Tulsa, OK Metro Area",M1,1,G3110,16239942686,491843157,+36.2544416,-096.1772979,17000.643058620575,0.1
539,46180,46180,310M700US46180,"Tupelo, MS","Tupelo, MS Micro Area",M2,2,G3110,3620143875,36464255,+34.3842390,-088.5086256,3655.443310774875,0.1
,46220,46220,310M700US46220,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",M1,1,G3110,9047549740,167118547,+33.0978769,-087.7991473,9208.609719410391,0.1
,46300,46300,310M700US46300,"Twin Falls, ID","Twin Falls, ID Metro Area",M1,1,G3110,6524845838,30969585,+42.4403972,-114.5687294,7418.919198928027,0.1
540,46340,46340,310M700US46340,"Tyler, TX","Tyler, TX Metro Area",M1,1,G3110,2386635985,73132026,+32.3751053,-095.2689389,2494.797134281035,0.1
,46380,46380,310M700US46380,"Ukiah, CA","Ukiah, CA Micro Area",M2,2,G3110,9082587618,961785254,+39.4323876,-123.4428811,12719.424985727941,0.1
542,46460,46460,310M700US46460,"Union City, TN","Union City, TN Micro Area",M2,2,G3110,1411149170,27448111,+36.3618921,-089.1480777,1438.7707950856172,0.1
212,46500,46500,310M700US46500,"Urbana, OH","Urbana, OH Micro Area",M2,2,G3110,1111045220,2180178,+40.1327753,-083.7676037,1114.4161493544136,0.1
,46520,46520,310M700US46520,"Urban Honolulu, HI","Urban Honolulu, HI Metro Area",M1,1,G3110,1556027675,4054461969,+21.4613654,-158.2019740,25675.0904401729,0.1
,46540,46540,310M700US46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,1,G3110,6793611512,237715696,+43.3322796,-075.1731893,7185.788091818327,0.1
490,46580,46580,310M700US46580,"Utuado, PR","Utuado, PR Micro Area",M2,2,G3110,294066703,3979313,+18.2708650,-066.7029886,334.2967590573937,0.1
,46620,46620,310M700US46620,"Uvalde, TX","Uvalde, TX Micro Area",M2,2,G3110,4019458732,17382915,+29.3503081,-099.7684270,4189.745371527875,0.1
,46660,46660,310M700US46660,"Valdosta, GA","Valdosta, GA Metro Area",M1,1,G3110,4163094617,55695255,+30.8271579,-083.2435548,4228.961763168747,0.1
488,46700,46700,310M700US46700,"Vallejo, CA","Vallejo, CA Metro Area",M1,1,G3110,2128287413,218614922,+38.2672255,-121.9395940,2941.498829266241,0.1
338,46780,46780,310M700US46780,"Van Wert, OH","Van Wert, OH Micro Area",M2,2,G3110,1059692859,3287921,+40.8555203,-084.5857751,1063.2166464715192,0.1
,46820,46820,310M700US46820,"Vermillion, SD","Vermillion, SD Micro Area",M2,2,G3110,1067132267,13978087,+42.9161495,-096.9804680,1097.9820540061032,0.1
,46860,46860,310M700US46860,"Vernal, UT","Vernal, UT Micro Area",M2,2,G3110,11610607593,55966014,+40.1258872,-109.5177482,12755.068328709853,0.1
,46900,46900,310M700US46900,"Vernon, TX","Vernon, TX Micro Area",M2,2,G3110,2514738103,18202665,+34.0849199,-099.2424397,2611.831573731819,0.1
298,46980,46980,310M700US46980,"Vicksburg, MS","Vicksburg, MS Micro Area",M2,2,G3110,1524302185,77744204,+32.3560946,-090.8523838,1605.969266909389,0.1
544,47020,47020,310M700US47020,"Victoria, TX","Victoria, TX Metro Area",M1,1,G3110,4491292596,36526857,+28.7314546,-097.1969934,4636.557745356894,0.1
,47080,47080,310M700US47080,"Vidalia, GA","Vidalia, GA Micro Area",M2,2,G3110,1567357673,27261859,+32.1542177,-082.4113785,1600.727230735238,0.1
,47180,47180,310M700US47180,"Vincennes, IN","Vincennes, IN Micro Area",M2,2,G3110,1335995220,20908206,+38.6883810,-087.4203583,1355.8667150011224,0.1
428,47220,47220,310M700US47220,"Vineland, NJ","Vineland, NJ Metro Area",M1,1,G3110,1251948171,503663195,+39.3284336,-075.1216277,1799.962590693408,0.1
,47240,47240,310M700US47240,"Vineyard Haven, MA","Vineyard Haven, MA Micro Area",M2,2,G3110,267292993,1004291415,+41.3809696,-070.7014995,1329.7499005567936,0.1
545,47260,47260,310M700US47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC","Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",M1,1,G3110,8292815708,3500594146,+36.8372891,-076.3918494,12046.698720123837,0.1
,47300,47300,310M700US47300,"Visalia, CA","Visalia, CA Metro Area",M1,1,G3110,12493843650,37260863,+36.2288339,-118.7810551,15295.25481210534,0.1
,47340,47340,310M700US47340,"Wabash, IN","Wabash, IN Micro Area",M2,2,G3110,1068471084,21851089,+40.8437475,-085.7951915,1089.728844960487,0.1
,47380,47380,310M700US47380,"Waco, TX","Waco, TX Metro Area",M1,1,G3110,7213522324,133533952,+31.5921004,-097.2860178,7515.8762387121615,0.1
244,47420,47420,310M700US47420,"Wahpeton, ND-MN","Wahpeton, ND-MN Micro Area",M2,2,G3110,5663558850,25515714,+46.2939501,-096.7907012,5764.30801592901,0.1
314,47460,47460,310M700US47460,"Walla Walla, WA","Walla Walla, WA Metro Area",M1,1,G3110,3289370350,74932288,+46.2546057,-118.4803697,3867.3790783356085,0.1
